x,y
8.658217405046912,1500.3453439182765
45.79014557980136,212746.2128577203
-96.6237107920423,-1987133.6146179105
-33.93223941724557,-85875.1598383816
-26.255635023085432,-39756.499997789986
-90.33926685010198,-1623910.7865345234
-79.09396236550583,-1089610.706704687
-80.51249687672693,-1149329.4877267396
-50.91933709728913,-290480.5569235889
74.6978708917622,921857.3672444287
-89.6776721394502,-1588476.5258041923
-87.90373285336217,-1496017.5992524382
-52.25197727970672,-313906.4136557638
-59.26016117087849,-458034.1511029581
-65.09327585643695,-607154.1127333898
-16.929980635527443,-10646.423000907604
88.34762363135926,1524545.1227335401
-6.616943808495407,-635.2833993986638
91.99564103815368,1721151.1821580823
99.96275326085353,2207788.2633815007
45.26343068798363,205503.0417283711
-3.1542650915350663,-64.72070692539485
-74.62779324111125,-915167.9741890937
-78.91905049858437,-1082392.8347390874
-91.54680880702682,-1689942.6241740999
-51.17380024927585,-294860.5975174743
-85.6965887707227,-1386081.3310937118
99.11352371882228,2152032.048466236
-59.73476789058838,-469135.00060009706
76.4902418763993,989756.2766962228
-50.95463866534233,-291085.64416963916
-76.9131925748576,-1001899.3975430515
18.440391465695427,14026.468162511559
41.6523876905805,160209.54517267892
-73.94213234873132,-890159.8778355047
-76.29858160181378,-978058.1426402681
-99.25589776842878,-2154075.950936398
13.88494397146556,6029.767099499474
-3.6319378235144057,-101.08405133594452
-31.76746567321959,-70452.39295181532
-47.05643414205749,-229217.48640224812
-30.456436434759212,-62076.789682950046
84.1429798011363,1317222.9027329609
96.63239742637646,1994529.8547628068
95.29728484966179,1913047.0593022027
-91.44897918490958,-1684526.8210124958
61.6036389927053,517389.01808805723
73.33781801285491,872459.6595101785
3.596653959649302,126.04237188416887
43.063839238630976,177022.68454036576
-61.890431555730444,-521817.60837122233
28.725697218213043,52699.18415791629
9.33749134567212,1867.5741181271844
11.916803209645877,3833.123767245037
-61.3465181987255,-508168.56872683624
-35.10809052662738,-95120.66549842826
-63.61895346344082,-566800.2311957645
23.47858872279771,28840.19480481137
-42.412453891900384,-167787.75008885097
-73.12744059059828,-861041.2123125135
-34.645823067745994,-91411.28582979401
-64.29595546637938,-585103.6819937818
-16.533957788968465,-9914.316307427405
-24.690164969470004,-33055.174971661596
-8.773235655747925,-1481.3045436057098
-51.02764528760127,-292335.3100456609
40.99379360000057,152744.78121664072
-76.03282338713753,-967869.5730885897
-36.21064069451254,-104378.79196839296
55.52522654274816,379000.4522885246
-87.12073157321922,-1456377.2950747567
98.98811554470373,2143882.0515103377
-81.31585719782865,-1184094.709058245
52.90238782315225,327858.10006115807
-69.05634936423152,-725019.4566427182
11.494751036160295,3445.9682174107297
16.66618906099437,10376.839396821384
11.658758991560106,3590.850693637223
44.51762650146756,195526.9220287515
39.68514966872959,138602.256793203
-86.39025670786249,-1420029.151597284
18.38166801690872,13895.931535145757
39.96224040961937,141525.40171834093
23.52858254088926,29026.67385891786
45.63569828344512,210605.240595811
-62.757311960612114,-544067.9464207055
-82.03750240603944,-1215920.3583097267
-20.238031646211653,-18192.436038898544
-53.37381919025821,-334579.3026729236
53.18433604595646,333114.9158189773
-15.435059324802225,-8066.920700384031
60.26506855632368,484428.3860581142
-14.960096976974484,-7346.551205872443
3.655080619641083,133.75897330062534
-7.783635492616071,-1035.0749125820164
-4.023999348919347,-141.97440992274883
-71.91073094570193,-818747.895883269
53.23838851203823,334132.7579609672
76.65270446781767,996069.9261989803
70.9685319799741,790674.6124353408
83.94026028265606,1307730.7716405618
-60.94202423550812,-498176.05181594455
85.37457541643377,1375866.0214353593
-28.756200221916828,-52241.52997154702
-82.32447820793766,-1228732.6969451592
66.9338133850668,663462.7172461419
-80.641942084541,-1154886.044663411
-90.62471589603986,-1639363.2598157467
38.30666162982891,124686.22227496431
85.25660194769594,1370170.742215554
-35.600227792818885,-99183.79151879414
96.95130609154572,2014329.9855045709
17.134879463311307,11271.0678471969
69.34055562277169,737552.8868594831
-94.99347294355371,-1888192.311631543
-65.05091690122222,-605968.8979141534
58.23727922442606,437210.438227993
-76.16486676852409,-972923.1806975538
80.40161270635829,1149334.6723348682
60.70781424136021,495171.594397014
-8.046353131937934,-1142.294148047261
47.12739924682816,231900.62928248078
-40.05749254848779,-141342.2871686286
-43.37963014494402,-179538.83817034765
-39.13481628753917,-131789.95487460232
41.46216953742254,158029.32611663963
33.20051201746125,81258.76321340128
-4.105190968641082,-148.86316978304487
-72.75173150793589,-847829.9307252024
76.30935746318238,982761.5581182638
77.15942346352344,1015937.2492853693
45.6228238249989,210429.0718783606
-91.08024152290865,-1664220.2429970012
52.55883167903599,321517.9141849532
18.25855982253131,13617.323587998004
0.22515644781380217,11.428135262553443
-83.49000963454628,-1281693.1552272988
13.436533710322166,5469.9701538456475
45.72672094122245,211865.78874945038
-81.71307163409436,-1201542.3102787954
-0.20735498671480457,8.221168649014949
-28.449105013706784,-50583.36217946542
98.5040555061656,2112602.9488674463
-58.54902345886577,-441729.84708071465
-69.52757083397678,-739972.9483758082
35.93777525489185,102998.69937451831
-15.781257068602628,-8621.337604162665
42.914162798653734,175187.1719961001
34.334352389898896,89848.48820557827
52.31802859658862,317121.07403122913
-42.244913369314595,-165807.1522922558
66.69076218489349,656268.6191240782
-47.414897370621546,-234495.66330749003
84.64547765848187,1340941.5994136399
-30.96886380449635,-65268.52650544827
-45.081338561468165,-201527.90314558067
-86.51390830963189,-1426140.1109273366
26.684973732533848,42281.3799097641
-84.6559430938128,-1336170.802168104
-82.447317168061,-1234245.2166269338
49.97012900384124,276372.85190821515
12.894761268625984,4843.367179699785
-61.5396647501544,-512984.19945294375
46.2970437132237,219878.46053676467
-88.74432961762015,-1539367.9576961626
-7.963735448611061,-1107.3203213480574
-96.24216222798006,-1963674.7656368196
-93.6038222472594,-1806496.4550371685
44.041370571936085,189327.42463071446
-88.04148309034696,-1503066.201177235
-5.1226400791885425,-295.99730772506126
57.28086836865731,416047.9669443256
-84.22549806849533,-1315884.4952723132
54.78103712128416,363988.7963313282
-17.920879699285024,-12626.64205352179
-3.781825010006173,-115.59394899694733
26.487804181268302,41351.392968427914
40.890244355974005,151594.38257807912
28.69766065338709,52547.397664518125
-88.46843805252473,-1525051.471432735
-9.134398657155913,-1670.9560857857846
-39.155701197086934,-132001.96693815553
82.60368131611088,1246301.1286677017
23.53170592903993,29037.57035972322
-43.55373830227172,-181712.68562291155
-70.01062727856164,-755511.1520807031
58.32813149114119,439257.6082661727
83.4391703009764,1284467.033184463
-50.40007947409863,-281678.4292808075
-8.218937963255499,-1215.3595878704998
-66.45499993821483,-646086.5309299991
47.4471255421405,236644.88590067878
27.290188910666686,45212.113994828425
-57.938772825044424,-428053.96728037955
43.752893598940744,185639.3904877415
-34.51811536405313,-90403.50515897288
-94.81771473945506,-1877726.1623697374
-28.39107973174957,-50274.62299791636
-86.4644032355707,-1423691.2244496099
-90.76539415914073,-1647012.222675859
49.1262975927595,262626.068380832
8.212414314595833,1281.5940863538622
90.01580130985263,1612479.526554641
-31.79356394177472,-70627.0568895741
94.53200797337357,1867362.6397255966
49.42804912428517,267487.64244503237
-19.711259252551926,-16805.981900788665
60.61621324889029,492935.0809765723
75.70260989563101,959523.0955440087
-97.977990558559,-2071909.2463589867
-6.668210665527965,-650.1265801603759
11.939792327028641,3856.714979934239
9.709245026952914,2093.8698524718247
78.42916224582603,1066876.5086976092
27.867190610871702,48129.35158828221
-82.3835583240352,-1231380.6981884048
91.02818784828554,1667459.5111226877
-62.32453219858098,-532881.287001413
0.5772166181888423,10.197572812413828
95.15299812923124,1904380.4456375123
75.79613390321384,963080.2796861143
48.220592136871545,248388.86604162847
-99.85460123280696,-2193311.1934944484
66.72457244969607,657268.1524464514
69.64733484750172,747376.8280902778
-9.925050476134118,-2141.9264087621605
47.08261123732862,231244.32371250412
-83.7739416229492,-1294818.429105914
-55.19374749893524,-370009.1818629344
17.049599201392198,11105.065637281676
-68.21151245473578,-698719.6042325596
99.41467521202952,2171695.3653648808
27.23192668725889,44924.8885227849
58.76816095481047,449261.65189688624
-77.8258635300254,-1038011.897840851
-75.34611101617642,-941863.654931202
41.33889797461842,156629.42655229292
-2.3433424551050592,-23.64404597316744
69.51497044553994,743127.6319039096
-19.654656584177488,-16663.122037544104
-91.70280040006695,-1698599.5218048792
14.086276694786164,6295.781546101375
-67.70531591807412,-683267.025573036
-39.32382677020267,-133711.26515376774
85.33189024459341,1373806.1295052425
-87.22896609332045,-1461814.5281049632
-63.557663265400336,-565164.4669653117
71.62033297007463,812641.6669496885
-22.437671127363103,-24798.338746017358
-47.967688811053065,-242803.3650210273
96.80841843907868,2005441.584923909
38.0907941197913,122594.49536547506
-45.1718194280085,-202743.58092214473
61.912129073564415,525191.0360974635
73.51792332808168,878896.1851709109
-57.69676739528635,-422708.16226935876
-3.0682595046776413,-60.21859845517557
-89.39206931434921,-1573342.3975877895
-20.908146285804904,-20061.68017837271
-5.853932175633432,-438.24335480166934
-55.531512536787695,-376852.90685645887
72.31779377420779,836591.0961164326
8.85780056801903,1597.9858975089844
43.29966118604332,179941.48493402204
1.0946887038670639,16.43863621196366
2.4116712641358617,50.83357718681476
-25.84607833299077,-37922.618408554226
51.728318483791895,306535.8684656726
-17.452492332525665,-11663.656511854859
42.99761812504002,176208.23558902723
48.06078206283567,245935.1533602728
38.969069554670085,131253.6431677102
20.30006776050257,18683.340889621773
-10.641633385118851,-2641.483728698752
49.0783347134431,261861.35685810915
-61.80249715962596,-519593.41200448613
-92.31346375431639,-1732777.1561832535
67.21156751919634,671743.6953744639
25.3827692656794,36408.242042135535
-17.68768988366118,-12141.522223585533
2.563344701528152,57.24486567545566
61.81993513483553,522854.69067909423
32.005144926572854,72817.03311485935
6.211774527865515,572.324842967235
-50.26598442775716,-279433.17566641653
-73.31402298601499,-867653.7714039027
-0.9697887348562517,6.500391410139478
41.39533776178496,157269.93041475624
-60.69389682729089,-492116.03699801787
-54.667931722383315,-359526.68749762006
-4.642875549840511,-218.0191120700991
-87.67958145669343,-1484596.552602945
27.73258616699667,47440.287532955896
-16.671954143257707,-10167.552089114104
66.22965284790894,642763.220068951
73.18379885555433,866979.9442669873
10.214380115875315,2431.3860917085462
70.6976950075674,781667.2381394261
78.20462256161119,1057747.249629656
16.41162211428147,9912.320800979625
86.7098156882634,1441382.00079998
26.435616067624565,41108.21807247041
-81.15362726249633,-1177018.5846961935
48.65649763864849,255179.31726088005
-88.0329126910143,-1502626.3072115248
69.21135567701228,733443.6005547201
-25.525928338416833,-36528.74805426695
-0.03605936405723753,8.334240694114849
-72.54777269930104,-840711.0833161034
54.25220249480353,353563.11376109574
68.46008062286003,709843.7862663176
-95.86266504021046,-1940527.1155161134
-45.782420706336424,-211083.3270032276
8.37686745613351,1358.3730314935774
-0.987187525252196,4.60525243649304
51.87838109374928,309208.7832758934
-1.4052231704028202,-3.7699850902974603
89.05743157496673,1561558.2919435482
92.63787632440807,1757421.2914767666
-69.07872784245743,-725721.0786029535
51.59313415176371,304142.8934122133
-46.96787165671037,-227925.59443385198
-16.92488295237237,-10636.288194532386
-92.12853417157933,-1722377.7192943494
-88.00442604737546,-1501167.1905354355
57.98296818659338,431516.4417572155
76.51058252801161,990545.9810699647
-34.435291839146714,-89749.8350952668
-77.68373689378281,-1032330.355198277
52.98725704794114,329434.71691862174
-48.93794999428762,-257850.33870544008
53.261361537503205,334561.4723560273
80.97036807359476,1173879.9104365117
-67.29424878783901,-670887.1302935167
